id,Price
0,4345431.48
1,16028830.35
2,14938560.0
3,11426220.0
4,4437108.0
5,5326308.0
6,4437108.0
7,5201820.0
8,6371118.0
9,9960818.4
10,5681899.08
11,8402940.0
12,13186836.0
13,8113950.0
14,3281148.0
15,7442381.7
16,10631897.64
17,8832720.0
18,12439819.08
19,4532252.4
20,11221704.0
21,13053456.0
22,9772308.0
23,8536320.0
24,5050433.7
25,10216908.0
26,11426220.0
27,11248380.0
28,11248380.0
29,13338000.0
30,9167652.0
31,10216908.0
32,8482968.0
33,14040468.0
34,11248380.0
35,13338000.0
36,6393348.0
37,10018705.32
38,5504103.54
39,21074040.0
40,11721434.4
41,9582019.2
42,5842044.0
43,12119796.0
44,8536320.0
45,9167652.0
46,8314020.0
47,11061648.0
48,10216908.0
49,10216908.0
50,13773708.0
51,9389952.0
52,11248380.0
53,4437108.0
54,11869152.75
55,9582019.2
56,9867146.12
57,11870820.0
58,4311078.72
59,15491624.616
60,9932341.77
61,9582019.2
62,7371468.0
63,1804186.8
64,17561700.0
65,7442381.7
66,10216908.0
67,9867146.12
68,9582019.2
69,20442708.0
70,20220408.0
71,2391948.0
72,23341500.0
73,6366672.0
74,7282548.0
75,5504103.54
76,15996708.0
77,4311078.72
78,3016759.1999999997
79,5148468.0
80,10631897.64
81,15461720.82
82,9867146.12
83,15996708.0
84,5842044.0
85,10503852.84
86,15461720.82
87,12337501.799999999
88,23465988.0
89,10631897.64
90,20442708.0
91,11225260.8
92,5676474.96
93,4311078.72
94,11870820.0
95,8536320.0
96,14278329.0
97,4593384.9
98,5450796.0
99,17266041.0
100,5072663.7
101,8287344.0
102,14997602.88
103,27324137.88
104,3023280.0
105,17552808.0
106,9932341.77
107,10216908.0
108,12173148.0
109,12471030.0
110,2898792.0
111,3556800.0
112,5085779.4
113,2568898.8
114,15738840.0
115,9745632.0
116,6393348.0
117,7398144.0
118,5513040.0
119,11995308.0
120,4345431.48
121,15996708.0
122,14040468.0
123,11061648.0
124,3663504.0
125,12173148.0
126,12431016.0
127,12350988.0
128,11869152.75
129,7371468.0
130,4348188.0
131,12884508.0
132,8536320.0
133,8287344.0
134,4611984.0
135,13053456.0
136,2836548.0
137,12337501.799999999
138,20442708.0
139,11995308.0
140,15534324.0
141,9363276.0
142,1804186.8
143,8536320.0
144,9582019.2
145,5085779.4
146,3770163.54
147,7993908.0
148,3023280.0
149,12350988.0
150,7193628.0
151,11515140.0
152,3458988.0
153,15107508.0
154,2600910.0
155,5859828.0
156,4775004.0
157,21776508.0
158,13880412.0
159,5681899.08
160,17266041.0
161,5859828.0
162,22265568.0
163,10225155.33
164,21500856.0
165,13880412.0
166,23030280.0
167,13880412.0
168,11870820.0
169,13695347.25
170,9867146.12
171,20718360.0
172,3166085.52
173,2934360.0
174,5462681.64
175,8482968.0
176,13695347.25
177,3945736.08
178,17266041.0
179,17117100.0
180,5513040.0
181,17775108.0
182,16530228.0
183,15461720.82
184,6215508.0
185,4081428.0
186,3016759.1999999997
187,9429877.08
188,8927568.0
189,5889468.0
190,2480868.0
191,9557832.959999999
192,9867146.12
193,12685860.72
194,2703168.0
195,4001400.0
196,5462681.64
197,4526028.0
198,8287344.0
199,12431016.0
200,19931418.0
201,4311078.72
202,20718360.0
203,9745632.0
204,6536286.9
205,4532252.4
206,5450796.0
207,12439908.0
208,11372868.0
209,5086224.0
210,13773708.0
211,20442708.0
212,11550708.0
213,3414528.0
214,4311078.72
215,11225260.8
216,10631897.64
217,9238788.0
218,3166085.52
219,15996708.0
220,3127020.0
221,17266041.0
222,5474270.88
223,7220304.0
224,11372868.0
225,19918080.0
226,8438508.0
227,7162523.784
228,5504059.08
229,2649816.0
230,8091720.0
231,11221704.0
232,10359180.0
233,15107508.0
234,20442708.0
235,7282548.0
236,16028830.35
237,2934360.0
238,4775004.0
239,4881708.0
240,9960818.4
241,7389274.23
242,8927568.0
243,10225155.33
244,5779800.0
245,13090802.4
246,15556554.0
247,3770163.54
248,13773708.0
249,3569693.4
250,12431016.0
251,10225155.33
252,15987816.0
253,25777908.0
254,4956134.04
255,17266041.0
256,11061648.0
257,4170348.0
258,16521336.0
259,8287344.0
260,10225155.33
261,21776508.0
262,4437108.0
263,9730812.0
264,3928485.6
265,24532094.34
266,11248380.0
267,11221704.0
268,5957640.0
269,11221704.0
270,5326308.0
271,13773708.0
272,5085779.4
273,2934360.0
274,5889468.0
275,11721434.4
276,5676474.96
277,3770163.54
278,15996708.0
279,5676474.96
280,5513040.0
281,10225155.33
282,15556554.0
283,9123192.0
284,5050433.7
285,3928485.6
286,5676474.96
287,5948748.0
288,5779800.0
289,5242011.84
290,1942457.4
291,4162967.6399999997
292,5593068.0
293,17472780.0
294,2214108.0
295,4345431.48
296,2703168.0
297,9123192.0
298,5050433.7
299,3928485.6
300,5676474.96
301,5948748.0
302,5779800.0
303,5242011.84
304,1942457.4
305,4162967.6399999997
306,5593068.0
307,17472780.0
308,2214108.0
309,4345431.48
310,2703168.0
311,9123192.0
312,5050433.7
313,3928485.6
314,5676474.96
315,5948748.0
316,5779800.0
317,5242011.84
318,1942457.4
319,4162967.6399999997
320,5593068.0
321,17472780.0
322,2214108.0
323,4345431.48
324,2703168.0
